 Federal-gov; 10th; Divorced; United-States; White;41-80;4****; Not-in-family; Female; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;2****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;2****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;2****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;2****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;2****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;2****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;2****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;2****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;2****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;2****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;2****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;2****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;2****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;2****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;2****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;2****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;2****; Husband; Male; >50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;2****; Husband; Male; >50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;2****; Husband; Male; >50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;2****; Husband; Male; >50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;2****; Husband; Male; >50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;2****; Husband; Male; >50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;2****; Husband; Male; >50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;2****; Husband; Male; >50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;2****; Husband; Male; >50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;2****; Husband; Male; >50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;2****; Husband; Male; >50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;2****; Husband; Male; >50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;2****; Husband; Male; >50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;2****; Husband; Male; >50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;2****; Husband; Male; >50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;2****; Husband; Male; >50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;2****; Husband; Male; >50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;2****; Wife; Female; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;2****; Wife; Female; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;2****; Wife; Female; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;2****; Wife; Female; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;2****; Wife; Female; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;2****; Wife; Female; >50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;2****; Wife; Female; >50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;3****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;3****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;3****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;3****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;3****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;3****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;3****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;3****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;3****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;3****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;3****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;3****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;3****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;3****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;3****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;3****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;3****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;3****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;3****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;3****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;3****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;3****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;3****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;3****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;3****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;3****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;3****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;3****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;3****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;3****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;3****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;3****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;3****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;3****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;3****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;3****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;3****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;3****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;3****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;3****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;3****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;3****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;3****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;3****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;3****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;3****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;3****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;3****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;3****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;3****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;3****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;3****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;3****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;3****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;3****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;3****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;3****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;3****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;3****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;3****; Husband; Male; >50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;3****; Husband; Male; >50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;3****; Husband; Male; >50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;3****; Husband; Male; >50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;3****; Husband; Male; >50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;3****; Husband; Male; >50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;3****; Husband; Male; >50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;3****; Husband; Male; >50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;3****; Husband; Male; >50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;3****; Husband; Male; >50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;3****; Husband; Male; >50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;3****; Husband; Male; >50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;3****; Husband; Male; >50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;3****; Husband; Male; >50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;3****; Husband; Male; >50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;3****; Husband; Male; >50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;3****; Husband; Male; >50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;3****; Husband; Male; >50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;3****; Husband; Male; >50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;3****; Husband; Male; >50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;3****; Other-relative; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;3****; Wife; Female; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;3****; Wife; Female; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;3****; Wife; Female; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;3****; Wife; Female; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;3****; Wife; Female; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;3****; Wife; Female; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;3****; Wife; Female; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;3****; Wife; Female; >50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;3****; Wife; Female; >50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;3****; Wife; Female; >50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;3****; Wife; Female; >50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;3****; Wife; Female; >50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;4****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;4****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;4****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;4****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;4****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;4****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;4****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;4****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;4****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;4****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;4****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;4****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;4****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;4****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;4****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;4****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;4****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;4****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;4****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;4****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;4****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;4****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;4****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;4****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;4****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;4****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;4****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;4****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;4****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;4****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;4****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;4****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;4****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;4****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;4****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;4****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;4****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;4****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;4****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;4****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;4****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;4****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;4****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;4****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;4****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;4****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;4****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;4****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;4****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;4****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;4****; Husband; Male; >50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;4****; Husband; Male; >50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;4****; Husband; Male; >50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;4****; Husband; Male; >50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;4****; Husband; Male; >50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;4****; Husband; Male; >50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;4****; Husband; Male; >50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;4****; Husband; Male; >50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;4****; Husband; Male; >50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;4****; Husband; Male; >50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;4****; Husband; Male; >50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;4****; Husband; Male; >50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;4****; Husband; Male; >50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;4****; Husband; Male; >50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;4****; Husband; Male; >50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;4****; Husband; Male; >50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;4****; Husband; Male; >50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;4****; Husband; Male; >50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;4****; Husband; Male; >50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;4****; Husband; Male; >50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;4****; Husband; Male; >50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;4****; Husband; Male; >50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;4****; Husband; Male; >50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;4****; Wife; Female; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;4****; Wife; Female; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;4****; Wife; Female; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;4****; Wife; Female; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;4****; Wife; Female; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;4****; Wife; Female; >50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;4****; Wife; Female; >50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;5****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;5****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;5****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;5****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;5****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;5****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;5****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;5****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;5****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;5****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;5****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;5****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;5****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;5****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;5****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;5****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;5****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;5****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;5****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;5****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;5****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;5****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;5****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;5****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;5****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;5****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;5****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;5****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;5****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;5****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;5****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;5****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;5****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;5****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;5****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;5****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;5****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;5****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;5****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;5****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;5****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;5****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;5****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;5****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;5****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;5****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;5****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;5****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;5****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;5****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;5****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;5****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;5****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;5****; Husband; Male; >50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;5****; Husband; Male; >50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;5****; Husband; Male; >50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;5****; Husband; Male; >50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;5****; Husband; Male; >50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;5****; Husband; Male; >50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;5****; Husband; Male; >50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;5****; Husband; Male; >50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;5****; Husband; Male; >50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;5****; Wife; Female; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;5****; Wife; Female; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;5****; Wife; Female; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;5****; Wife; Female; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;5****; Wife; Female; >50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;6****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;6****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;6****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;6****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;6****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;6****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;6****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;6****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;6****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;6****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;6****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;6****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;6****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;6****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;6****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;6****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;6****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;6****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;6****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;6****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;6****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;6****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;6****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;6****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;6****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;6****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;6****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;6****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;6****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;6****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;6****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;6****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;6****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;6****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;6****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;6****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;6****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;6****; Husband; Male; <=50K
 Private; Some-college; Married-civ-spouse; United-States; White;41-80;6****; Husband; Male; <=50K
