-313129425,  State-gov, Bachelors, Never-married, United-States, White, 0<..<40, 1****, Not-in-family, Male, <=50K
-1494511370,  Private, HS-grad, Divorced, United-States, White, 40<..<80, 5****, Not-in-family, Male, <=50K
642312199,  Private, 10th, Married-civ-spouse, United-States, White, 40<..<80, 1****, Husband, Male, <=50K
-1577687440,  Private, HS-grad, Married-spouse-absent, Columbia, White, 40<..<80, 8****, Not-in-family, Female, <=50K
528325182,  State-gov, Masters, Married-spouse-absent, United-States, White, 40<..<80, 2****, Unmarried, Female, <=50K
-69996130,  Private, Some-college, Divorced, United-States, Black, 40<..<80, 5****, Unmarried, Female, >50K
-313129425,  State-gov, Bachelors, Never-married, United-States, White, 40<..<80, 6****, Not-in-family, Female, <=50K
1104039855,  Private, 11th, Divorced, United-States, White, 0<..<40, ****, Own-child, Male, <=50K
769878733,  Local-gov, Masters, Married-civ-spouse, United-States, White, 40<..<80, 2****, Husband, Male, <=50K
-393342064,  Private, Some-college, Married-civ-spouse, United-States, White, 0<..<40, ****, Husband, Male, <=50K
-117089758,  Private, 9th, Never-married, United-States, Black, 40<..<80, 1****, Unmarried, Female, <=50K
894048737,  Private, Some-college, Divorced, United-States, White, 0<..<40, 5****, Own-child, Female, <=50K
894048737,  Private, Some-college, Divorced, United-States, White, 40<..<80, ****, Not-in-family, Male, <=50K
1364691757,  Private, Some-college, Never-married, United-States, White, 0<..<40, 7****, Not-in-family, Female, <=50K
387629662,  Private, Some-college, Never-married, United-States, Black, 0<..<40, 2****, Unmarried, Female, <=50K
-403795108,  State-gov, Some-college, Never-married, United-States, White, 0<..<40, 2****, Unmarried, Female, <=50K
-729098881,  Private, Bachelors, Never-married, United-States, White, 0<..<40, 6****, Not-in-family, Female, <=50K
-393342064,  Private, Some-college, Married-civ-spouse, United-States, White, 40<..<80, ****, Husband, Male, <=50K
-745176806,  Private, Assoc-voc, Married-civ-spouse, United-States, White, 0<..<40, 8****, Husband, Male, >50K
-729098881,  Private, Bachelors, Never-married, United-States, White, 0<..<40, 1****, Own-child, Male, <=50K
-729098881,  Private, Bachelors, Never-married, United-States, White, 0<..<40, 8****, Not-in-family, Female, >50K
1305008740,  Local-gov, Assoc-acdm, Never-married, United-States, Black, 0<..<40, 3****, Own-child, Female, <=50K
1472134675,  Private, HS-grad, Married-civ-spouse, United-States, White, 40<..<80, 3****, Wife, Female, <=50K
-1544139548,  State-gov, Bachelors, Married-civ-spouse, India, Asian-Pac-Islander, 0<..<40, 1****, Husband, Male, <=50K
1472134675,  Private, HS-grad, Married-civ-spouse, United-States, White, 0<..<40, 9****, Husband, Male, <=50K
-213700092,  Local-gov, Doctorate, Divorced, United-States, White, 0<..<40, 5****, Not-in-family, Female, <=50K
1835191412,  Private, HS-grad, Never-married, United-States, Black, 0<..<40, 3****, Unmarried, Male, >50K
1843864044,  Local-gov, Assoc-acdm, Married-civ-spouse, United-States, White, 40<..<80, 6****, Husband, Male, >50K
1668696133,  Private, HS-grad, Married-civ-spouse, Laos, Asian-Pac-Islander, 0<..<40, 4****, Wife, Female, <=50K
-1099248896,  Federal-gov, Prof-school, Married-civ-spouse, United-States, White, 0<..<40, 5****, Husband, Male, <=50K
877953047,  Private, Some-college, Separated, United-States, Black, 40<..<80, 5****, Unmarried, Female, <=50K
1472134675,  Private, HS-grad, Married-civ-spouse, United-States, White, 0<..<40, 9****, Wife, Female, <=50K
1472134675,  Private, HS-grad, Married-civ-spouse, United-States, White, 40<..<80, 4****, Husband, Male, <=50K
-300461094,  Private, Bachelors, Divorced, England, White, 40<..<80, 8****, Not-in-family, Male, <=50K
-729098881,  Private, Bachelors, Never-married, United-States, White, 0<..<40, 1****, Own-child, Male, >50K
-393342064,  Private, Some-college, Married-civ-spouse, United-States, White, 0<..<40, 4****, Husband, Male, <=50K
-1498878680,  Private, HS-grad, Never-married, United-States, White, 0<..<40, 6****, Own-child, Female, <=50K
-528655326,  Self-emp-not-inc, Some-college, Married-civ-spouse, United-States, White, 40<..<80, 5****, Husband, Male, <=50K
603662050,  Private, HS-grad, Married-spouse-absent, United-States, White, 0<..<40, 7****, Not-in-family, Male, <=50K
1364691757,  Private, Some-college, Never-married, United-States, White, 40<..<80, 4****, Not-in-family, Male, <=50K
1364691757,  Private, Some-college, Never-married, United-States, White, 0<..<40, 4****, Own-child, Male, <=50K
-1312157872,  Federal-gov, Some-college, Married-civ-spouse, United-States, White, 40<..<80, 9****, Husband, Male, >50K
-845492304,  Private, Bachelors, Divorced, United-States, White, 0<..<40, 8****, Not-in-family, Male, <=50K
1472134675,  Private, HS-grad, Married-civ-spouse, United-States, White, 40<..<80, 3****, Husband, Male, >50K
-1498878680,  Private, HS-grad, Never-married, United-States, White, 0<..<40, 7****, Not-in-family, Male, >50K
-729098881,  Private, Bachelors, Never-married, United-States, White, 0<..<40, 7****, Not-in-family, Male, >50K
-1494511370,  Private, HS-grad, Divorced, United-States, White, 40<..<80, 9****, Own-child, Male, <=50K
78925060,  State-gov, Masters, Married-civ-spouse, United-States, White, 0<..<40, 4****, Husband, Male, <=50K
1472134675,  Private, HS-grad, Married-civ-spouse, United-States, White, 0<..<40, 5****, Husband, Male, >50K
-1462583109,  Private, Bachelors, Married-civ-spouse, United-States, White, 0<..<40, 4****, Husband, Male, >50K
1436240754,  Local-gov, Some-college, Married-civ-spouse, United-States, White, 40<..<80, 8****, Husband, Male, <=50K
-519864710,  Private, Masters, Widowed, United-States, White, 40<..<80, 5****, Not-in-family, Female, <=50K
146811443,  Private, Masters, Married-civ-spouse, India, Asian-Pac-Islander, 0<..<40, 6****, Husband, Male, <=50K
-314960381,  Federal-gov, HS-grad, Married-civ-spouse, United-States, Amer-Indian-Eskimo, 0<..<40, ****, Husband, Male, <=50K
-1462583109,  Private, Bachelors, Married-civ-spouse, United-States, White, 0<..<40, 1****, Wife, Female, <=50K
-1498878680,  Private, HS-grad, Never-married, United-States, White, 0<..<40, 7****, Own-child, Male, <=50K
1267362672,  Self-emp-not-inc, Bachelors, Never-married, United-States, White, 0<..<40, 8****, Not-in-family, Female, <=50K
-1800054964,  Self-emp-not-inc, 9th, Married-civ-spouse, United-States, White, 40<..<80, 7****, Husband, Male, <=50K
-1462583109,  Private, Bachelors, Married-civ-spouse, United-States, White, 0<..<40, 7****, Husband, Male, <=50K
-987578313,  Private, Bachelors, Never-married, United-States, Black, 0<..<40, ****, Unmarried, Male, <=50K
-393342064,  Private, Some-college, Married-civ-spouse, United-States, White, 40<..<80, 3****, Husband, Male, <=50K
249008921,  Self-emp-not-inc, Some-college, Married-civ-spouse, Ecuador, Other, 0<..<40, 6****, Other-relative, Male, <=50K
1277389116,  Private, 5th-6th, Married-civ-spouse, United-States, Black, 40<..<80, 2****, Husband, Male, <=50K
769878733,  Local-gov, Masters, Married-civ-spouse, United-States, White, 40<..<80, 8****, Husband, Male, <=50K
-1494511370,  Private, HS-grad, Divorced, United-States, White, 40<..<80, 7****, Unmarried, Female, <=50K
-518722955,  Local-gov, HS-grad, Married-civ-spouse, United-States, White, 40<..<80, 7****, Husband, Male, >50K
-1498878680,  Private, HS-grad, Never-married, United-States, White, 0<..<40, 3****, Own-child, Male, <=50K
901497633,  Private, Bachelors, Widowed, United-States, White, 0<..<40, 8****, Unmarried, Female, <=50K
1019945082,  Private, 1st-4th, Married-civ-spouse, Italy, White, 40<..<80, 9****, Husband, Male, <=50K
-1192043763,  Private, Prof-school, Married-civ-spouse, Philippines, Asian-Pac-Islander, 40<..<80, 2****, Other-relative, Female, <=50K
1542432324,  Local-gov, 10th, Never-married, United-States, White, 40<..<80, 3****, Unmarried, Male, <=50K
-726998499,  Self-emp-inc, 10th, Married-civ-spouse, United-States, White, 40<..<80, 1****, Husband, Male, <=50K
-1462583109,  Private, Bachelors, Married-civ-spouse, United-States, White, 40<..<80, 9****, Husband, Male, <=50K
-1498878680,  Private, HS-grad, Never-married, United-States, White, 0<..<40, 3****, Not-in-family, Male, <=50K
1198548684,  Private, 11th, Never-married, United-States, White, 0<..<40, 9****, Unmarried, Female, <=50K
1472134675,  Private, HS-grad, Married-civ-spouse, United-States, White, 40<..<80, 3****, Husband, Male, >50K
1223375768,  Private, Some-college, Widowed, Haiti, Black, 0<..<40, ****, Other-relative, Female, <=50K
1472134675,  Private, HS-grad, Married-civ-spouse, United-States, White, 0<..<40, 3****, Own-child, Male, <=50K
-1050337580,  Self-emp-not-inc, HS-grad, Married-civ-spouse, United-States, White, 40<..<80, 6****, Wife, Female, <=50K
-1462583109,  Private, Bachelors, Married-civ-spouse, United-States, White, 40<..<80, 4****, Husband, Male, <=50K
1472134675,  Private, HS-grad, Married-civ-spouse, United-States, White, 0<..<40, 4****, Husband, Male, <=50K
-393342064,  Private, Some-college, Married-civ-spouse, United-States, White, 0<..<40, 2****, Husband, Male, >50K
-1498878680,  Private, HS-grad, Never-married, United-States, White, 40<..<80, ****, Not-in-family, Male, <=50K
-1498878680,  Private, HS-grad, Never-married, United-States, White, 0<..<40, 4****, Unmarried, Female, <=50K
-1050337580,  Self-emp-not-inc, HS-grad, Married-civ-spouse, United-States, White, 0<..<40, ****, Husband, Male, <=50K
1364691757,  Private, Some-college, Never-married, United-States, White, 40<..<80, 1****, Own-child, Female, <=50K
-1050337580,  Self-emp-not-inc, HS-grad, Married-civ-spouse, United-States, White, 0<..<40, 9****, Husband, Male, >50K
-1462583109,  Private, Bachelors, Married-civ-spouse, United-States, White, 0<..<40, 2****, Husband, Male, <=50K
107956216,  Local-gov, HS-grad, Never-married, United-States, White, 0<..<40, 6****, Other-relative, Male, <=50K
1906696343,  Private, Masters, Married-civ-spouse, United-States, White, 40<..<80, 1****, Husband, Male, <=50K
1091705218,  Local-gov, Bachelors, Married-civ-spouse, United-States, White, 0<..<40, 7****, Wife, Female, <=50K
-1663678456,  Federal-gov, Assoc-acdm, Divorced, United-States, Black, 40<..<80, 9****, Not-in-family, Female, >50K
603662050,  Private, HS-grad, Married-spouse-absent, United-States, White, 40<..<80, 6****, Not-in-family, Male, <=50K
1472134675,  Private, HS-grad, Married-civ-spouse, United-States, White, 0<..<40, 9****, Husband, Male, <=50K
-1462583109,  Private, Bachelors, Married-civ-spouse, United-States, White, 0<..<40, 6****, Husband, Male, <=50K
761343843,  Private, Prof-school, Married-civ-spouse, United-States, White, 0<..<40, 5****, Husband, Male, <=50K
-987578313,  Private, Bachelors, Never-married, United-States, Black, 0<..<40, 1****, Not-in-family, Male, <=50K
209709003,  Private, Assoc-voc, Divorced, United-States, White, 0<..<40, 5****, Unmarried, Female, <=50K
-393342064,  Private, Some-college, Married-civ-spouse, United-States, White, 40<..<80, ****, Husband, Male, <=50K
-1498878680,  Private, HS-grad, Never-married, United-States, White, 0<..<40, 2****, Not-in-family, Male, <=50K
1472134675,  Private, HS-grad, Married-civ-spouse, United-States, White, 40<..<80, 4****, Husband, Male, >50K
909333798,  Private, Some-college, Separated, United-States, White, 40<..<80, 5****, Unmarried, Female, >50K
-1498878680,  Private, HS-grad, Never-married, United-States, White, 0<..<40, 5****, Not-in-family, Male, <=50K
894048737,  Private, Some-college, Divorced, United-States, White, 0<..<40, 5****, Not-in-family, Female, <=50K
1959824100,  Federal-gov, Some-college, Married-civ-spouse, United-States, Black, 0<..<40, 3****, Husband, Male, <=50K
44259945,  Private, Assoc-acdm, Separated, United-States, Black, 40<..<80, 2****, Unmarried, Female, >50K
1985366236,  Self-emp-inc, Bachelors, Married-civ-spouse, United-States, White, 40<..<80, ****, Husband, Male, <=50K
-1192043763,  Private, Prof-school, Married-civ-spouse, Philippines, Asian-Pac-Islander, 40<..<80, 5****, Husband, Male, <=50K
-1498878680,  Private, HS-grad, Never-married, United-States, White, 0<..<40, 9****, Not-in-family, Female, <=50K
1906696343,  Private, Masters, Married-civ-spouse, United-States, White, 40<..<80, 2****, Husband, Male, >50K
1364691757,  Private, Some-college, Never-married, United-States, White, 0<..<40, 8****, Own-child, Female, <=50K
912450449,  Private, 10th, Never-married, United-States, White, 0<..<40, 8****, Not-in-family, Male, >50K
1472134675,  Private, HS-grad, Married-civ-spouse, United-States, White, 0<..<40, 4****, Wife, Female, >50K
468671059,  Private, Masters, Married-civ-spouse, United-States, Asian-Pac-Islander, 0<..<40, 1****, Husband, Male, <=50K
-528655326,  Self-emp-not-inc, Some-college, Married-civ-spouse, United-States, White, 40<..<80, 3****, Husband, Male, <=50K
-729098881,  Private, Bachelors, Never-married, United-States, White, 0<..<40, 1****, Not-in-family, Female, >50K
-1610341567,  Private, HS-grad, Never-married, Mexico, White, 0<..<40, 4****, Other-relative, Male, <=50K
-455284150,  Private, Some-college, Never-married, Taiwan, Asian-Pac-Islander, 0<..<40, 8****, Unmarried, Male, <=50K
946514547,  Self-emp-inc, HS-grad, Married-civ-spouse, United-States, White, 40<..<80, ****, Husband, Male, <=50K
-528655326,  Self-emp-not-inc, Some-college, Married-civ-spouse, United-States, White, 40<..<80, ****, Husband, Male, >50K
1364691757,  Private, Some-college, Never-married, United-States, White, 0<..<40, 1****, Not-in-family, Male, <=50K
1906696343,  Private, Masters, Married-civ-spouse, United-States, White, 0<..<40, 4****, Husband, Male, <=50K
1906696343,  Private, Masters, Married-civ-spouse, United-States, White, 40<..<80, 3****, Husband, Male, <=50K
-856516377,  State-gov, HS-grad, Never-married, United-States, White, 0<..<40, 5****, Not-in-family, Female, <=50K
737985,  Private, 11th, Married-civ-spouse, United-States, White, 0<..<40, 6****, Husband, Male, <=50K
-1995549745,  Private, Assoc-voc, Never-married, United-States, Black, 0<..<40, 2****, Unmarried, Female, <=50K
1198548684,  Private, 11th, Never-married, United-States, White, 0<..<40, 4****, Own-child, Male, >50K
-647165794,  Private, 11th, Never-married, United-States, Black, 40<..<80, 2****, Unmarried, Female, >50K
1364691757,  Private, Some-college, Never-married, United-States, White, 0<..<40, 9****, Own-child, Male, <=50K
-393342064,  Private, Some-college, Married-civ-spouse, United-States, White, 40<..<80, 4****, Wife, Female, <=50K
-1810895914,  State-gov, 11th, Married-civ-spouse, United-States, White, 0<..<40, ****, Husband, Male, <=50K
-1050337580,  Self-emp-not-inc, HS-grad, Married-civ-spouse, United-States, White, 40<..<80, 9****, Husband, Male, <=50K
-1050337580,  Self-emp-not-inc, HS-grad, Married-civ-spouse, United-States, White, 40<..<80, 6****, Husband, Male, >50K
-266269097,  Private, Some-college, Divorced, Germany, White, 40<..<80, 6****, Not-in-family, Female, >50K
-393342064,  Private, Some-college, Married-civ-spouse, United-States, White, 40<..<80, 7****, Husband, Male, <=50K
-1462583109,  Private, Bachelors, Married-civ-spouse, United-States, White, 0<..<40, 9****, Husband, Male, >50K
1472134675,  Private, HS-grad, Married-civ-spouse, United-States, White, 0<..<40, 4****, Husband, Male, <=50K
1906696343,  Private, Masters, Married-civ-spouse, United-States, White, 40<..<80, 5****, Husband, Male, <=50K
1906696343,  Private, Masters, Married-civ-spouse, United-States, White, 0<..<40, 9****, Wife, Female, <=50K
769878733,  Local-gov, Masters, Married-civ-spouse, United-States, White, 40<..<80, 5****, Wife, Female, <=50K
1472134675,  Private, HS-grad, Married-civ-spouse, United-States, White, 0<..<40, 4****, Husband, Male, <=50K
1472134675,  Private, HS-grad, Married-civ-spouse, United-States, White, 0<..<40, 2****, Wife, Female, <=50K
1091705218,  Local-gov, Bachelors, Married-civ-spouse, United-States, White, 40<..<80, ****, Husband, Male, >50K
1906696343,  Private, Masters, Married-civ-spouse, United-States, White, 0<..<40, 1****, Husband, Male, <=50K
-645201783,  Private, Some-college, Divorced, Guatemala, White, 40<..<80, 9****, Not-in-family, Male, <=50K
-1498878680,  Private, HS-grad, Never-married, United-States, White, 0<..<40, 3****, Not-in-family, Female, >50K
1198548684,  Private, 11th, Never-married, United-States, White, 0<..<40, 1****, Own-child, Male, <=50K
-1498878680,  Private, HS-grad, Never-married, United-States, White, 0<..<40, 1****, Own-child, Female, <=50K
1472134675,  Private, HS-grad, Married-civ-spouse, United-States, White, 40<..<80, 8****, Husband, Male, <=50K
1472134675,  Private, HS-grad, Married-civ-spouse, United-States, White, 40<..<80, 4****, Husband, Male, <=50K
-518722955,  Local-gov, HS-grad, Married-civ-spouse, United-States, White, 0<..<40, 4****, Husband, Male, <=50K
-1385114013,  Private, Assoc-acdm, Married-civ-spouse, United-States, White, 0<..<40, 4****, Husband, Male, <=50K
-1550987201,  Self-emp-not-inc, Some-college, Separated, United-States, White, 40<..<80, 8****, Unmarried, Female, <=50K
-354310029,  Private, 7th-8th, Never-married, El-Salvador, White, 0<..<40, 9****, Own-child, Female, >50K
-1050337580,  Self-emp-not-inc, HS-grad, Married-civ-spouse, United-States, White, 40<..<80, 7****, Wife, Female, <=50K
-393342064,  Private, Some-college, Married-civ-spouse, United-States, White, 0<..<40, 5****, Husband, Male, <=50K
1364691757,  Private, Some-college, Never-married, United-States, White, 0<..<40, 7****, Not-in-family, Female, >50K
1273736760,  Private, HS-grad, Married-civ-spouse, Mexico, White, 0<..<40, 9****, Husband, Male, >50K
278387521,  Private, 12th, Never-married, United-States, White, 0<..<40, 1****, Not-in-family, Male, <=50K
1560563038,  Self-emp-not-inc, Prof-school, Married-civ-spouse, United-States, White, 40<..<80, 5****, Husband, Male, >50K
1472134675,  Private, HS-grad, Married-civ-spouse, United-States, White, 0<..<40, 1****, Husband, Male, <=50K
946514547,  Self-emp-inc, HS-grad, Married-civ-spouse, United-States, White, 40<..<80, ****, Husband, Male, >50K
625477958,  Private, 12th, Never-married, Mexico, White, 40<..<80, 8****, Own-child, Male, <=50K
1472134675,  Private, HS-grad, Married-civ-spouse, United-States, White, 40<..<80, 8****, Wife, Female, <=50K
-1498878680,  Private, HS-grad, Never-married, United-States, White, 0<..<40, 7****, Other-relative, Male, >50K
-987578313,  Private, Bachelors, Never-married, United-States, Black, 0<..<40, 8****, Unmarried, Female, <=50K
1026713003,  State-gov, HS-grad, Married-civ-spouse, United-States, White, 40<..<80, 2****, Husband, Male, <=50K
-133686218,  Self-emp-not-inc, Assoc-voc, Married-civ-spouse, United-States, White, 40<..<80, 4****, Husband, Male, <=50K
1472134675,  Private, HS-grad, Married-civ-spouse, United-States, White, 40<..<80, ****, Husband, Male, <=50K
4058830,  Self-emp-not-inc, Assoc-acdm, Never-married, United-States, White, 40<..<80, 2****, Other-relative, Male, <=50K
-1498878680,  Private, HS-grad, Never-married, United-States, White, 0<..<40, 7****, Not-in-family, Female, >50K
1149459364,  Private, Assoc-acdm, Divorced, United-States, White, 40<..<80, 9****, Unmarried, Female, >50K
768603561,  Private, Bachelors, Married-civ-spouse, Haiti, Black, 40<..<80, 6****, Wife, Female, <=50K
-729098881,  Private, Bachelors, Never-married, United-States, White, 0<..<40, 9****, Own-child, Male, >50K
-393342064,  Private, Some-college, Married-civ-spouse, United-States, White, 40<..<80, 8****, Husband, Male, <=50K
163118814,  Local-gov, Assoc-voc, Married-civ-spouse, United-States, White, 0<..<40, 1****, Wife, Female, >50K
116555606,  Private, Assoc-acdm, Never-married, United-States, White, 0<..<40, ****, Own-child, Female, >50K
359220934,  Private, Bachelors, Married-civ-spouse, Philippines, Asian-Pac-Islander, 0<..<40, 7****, Husband, Male, <=50K
-1641716320,  Federal-gov, Some-college, Divorced, United-States, Black, 40<..<80, 8****, Not-in-family, Female, <=50K
912450449,  Private, 10th, Never-married, United-States, White, 0<..<40, 1****, Not-in-family, Male, <=50K
1364691757,  Private, Some-college, Never-married, United-States, White, 0<..<40, ****, Not-in-family, Female, >50K
-2146098929,  Private, Bachelors, Divorced, United-States, Black, 40<..<80, ****, Not-in-family, Male, <=50K
655741241,  Self-emp-inc, Some-college, Married-civ-spouse, United-States, White, 40<..<80, 5****, Husband, Male, <=50K
1472134675,  Private, HS-grad, Married-civ-spouse, United-States, White, 0<..<40, 9****, Husband, Male, <=50K
1026713003,  State-gov, HS-grad, Married-civ-spouse, United-States, White, 0<..<40, 1****, Husband, Male, <=50K
1364691757,  Private, Some-college, Never-married, United-States, White, 0<..<40, ****, Own-child, Male, <=50K
-729098881,  Private, Bachelors, Never-married, United-States, White, 0<..<40, 7****, Not-in-family, Female, <=50K
-1494511370,  Private, HS-grad, Divorced, United-States, White, 0<..<40, 7****, Unmarried, Female, <=50K
-133686218,  Self-emp-not-inc, Assoc-voc, Married-civ-spouse, United-States, White, 40<..<80, 1****, Husband, Male, <=50K
-393342064,  Private, Some-college, Married-civ-spouse, United-States, White, 0<..<40, 6****, Husband, Male, <=50K
-1003082383,  Federal-gov, Assoc-voc, Never-married, United-States, Black, 0<..<40, 1****, Own-child, Male, <=50K
1472134675,  Private, HS-grad, Married-civ-spouse, United-States, White, 40<..<80, 8****, Husband, Male, <=50K
-170942068,  Private, Bachelors, Separated, Philippines, Asian-Pac-Islander, 40<..<80, 9****, Unmarried, Female, <=50K
-1462583109,  Private, Bachelors, Married-civ-spouse, United-States, White, 0<..<40, 6****, Husband, Male, <=50K
-209064710,  State-gov, Bachelors, Divorced, United-States, White, 40<..<80, 6****, Unmarried, Female, <=50K
-587114819,  Private, 5th-6th, Married-civ-spouse, El-Salvador, White, 0<..<40, 1****, Husband, Male, <=50K
-1462583109,  Private, Bachelors, Married-civ-spouse, United-States, White, 40<..<80, 3****, Husband, Male, <=50K
-2142329638,  Private, Doctorate, Married-civ-spouse, China, Asian-Pac-Islander, 0<..<40, 3****, Husband, Male, <=50K
-1498878680,  Private, HS-grad, Never-married, United-States, White, 0<..<40, 7****, Not-in-family, Female, <=50K
-64861022,  Private, Masters, Separated, United-States, White, 40<..<80, 6****, Not-in-family, Male, <=50K
-1705792215,  State-gov, Assoc-voc, Divorced, United-States, White, 40<..<80, 8****, Not-in-family, Female, <=50K
381296755,  Federal-gov, Assoc-voc, Married-civ-spouse, United-States, White, 40<..<80, 4****, Husband, Male, >50K
1436240754,  Local-gov, Some-college, Married-civ-spouse, United-States, White, 40<..<80, ****, Husband, Male, <=50K
-729098881,  Private, Bachelors, Never-married, United-States, White, 0<..<40, 5****, Not-in-family, Male, <=50K
-96347017,  Private, 1st-4th, Married-spouse-absent, Mexico, White, 0<..<40, 1****, Not-in-family, Male, <=50K
602958286,  Private, Bachelors, Married-civ-spouse, Yugoslavia, White, 0<..<40, 2****, Husband, Male, <=50K
1472134675,  Private, HS-grad, Married-civ-spouse, United-States, White, 0<..<40, 5****, Husband, Male, <=50K
894048737,  Private, Some-college, Divorced, United-States, White, 0<..<40, 9****, Unmarried, Female, <=50K
1472134675,  Private, HS-grad, Married-civ-spouse, United-States, White, 40<..<80, 1****, Wife, Female, <=50K
163118814,  Local-gov, Assoc-voc, Married-civ-spouse, United-States, White, 40<..<80, 4****, Husband, Male, <=50K
1371072557,  Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, United-States, White, 40<..<80, 6****, Husband, Male, <=50K
-1894616390,  Private, HS-grad, Divorced, United-States, Black, 40<..<80, 2****, Other-relative, Female, <=50K
-1498878680,  Private, HS-grad, Never-married, United-States, White, 0<..<40, 2****, Own-child, Male, <=50K
-393342064,  Private, Some-college, Married-civ-spouse, United-States, White, 40<..<80, 9****, Husband, Male, <=50K
1364691757,  Private, Some-college, Never-married, United-States, White, 0<..<40, 2****, Not-in-family, Female, <=50K
642312199,  Private, 10th, Married-civ-spouse, United-States, White, 40<..<80, 6****, Husband, Male, <=50K
769878733,  Local-gov, Masters, Married-civ-spouse, United-States, White, 0<..<40, 2****, Wife, Female, >50K
894048737,  Private, Some-college, Divorced, United-States, White, 0<..<40, ****, Own-child, Male, <=50K
1472134675,  Private, HS-grad, Married-civ-spouse, United-States, White, 40<..<80, 8****, Husband, Male, >50K
-393342064,  Private, Some-college, Married-civ-spouse, United-States, White, 40<..<80, ****, Husband, Male, <=50K
1023780591,  Self-emp-not-inc, 7th-8th, Married-civ-spouse, United-States, White, 40<..<80, 2****, Husband, Male, <=50K
-752074911,  Private, Some-college, Never-married, United-States, Asian-Pac-Islander, 0<..<40, 1****, Own-child, Female, <=50K
-864173078,  Self-emp-not-inc, Bachelors, Married-civ-spouse, United-States, White, 40<..<80, 2****, Husband, Male, <=50K
1366217318,  Self-emp-not-inc, 11th, Divorced, United-States, White, 40<..<80, 5****, Unmarried, Female, <=50K
-1995549745,  Private, Assoc-voc, Never-married, United-States, Black, 0<..<40, 7****, Not-in-family, Female, >50K
1472134675,  Private, HS-grad, Married-civ-spouse, United-States, White, 40<..<80, 6****, Husband, Male, <=50K
-864173078,  Self-emp-not-inc, Bachelors, Married-civ-spouse, United-States, White, 0<..<40, 9****, Husband, Male, <=50K
-1864209382,  Private, 10th, Divorced, United-States, Black, 0<..<40, 4****, Unmarried, Female, >50K
733723581,  Federal-gov, Bachelors, Never-married, United-States, White, 0<..<40, ****, Not-in-family, Female, <=50K
1472134675,  Private, HS-grad, Married-civ-spouse, United-States, White, 0<..<40, 7****, Husband, Male, >50K
-1494511370,  Private, HS-grad, Divorced, United-States, White, 40<..<80, 9****, Own-child, Male, <=50K
-393342064,  Private, Some-college, Married-civ-spouse, United-States, White, 40<..<80, 7****, Husband, Male, >50K
-1498878680,  Private, HS-grad, Never-married, United-States, White, 0<..<40, 3****, Own-child, Male, <=50K
-834412521,  Private, 5th-6th, Never-married, United-States, White, 40<..<80, 9****, Own-child, Male, <=50K
-1462583109,  Private, Bachelors, Married-civ-spouse, United-States, White, 0<..<40, 6****, Husband, Male, <=50K
-1494511370,  Private, HS-grad, Divorced, United-States, White, 0<..<40, 2****, Own-child, Female, <=50K
-16679873,  State-gov, Some-college, Divorced, United-States, Black, 40<..<80, 4****, Unmarried, Female, >50K
-1462583109,  Private, Bachelors, Married-civ-spouse, United-States, White, 0<..<40, 8****, Husband, Male, >50K
278387521,  Private, 12th, Never-married, United-States, White, 0<..<40, ****, Own-child, Female, <=50K
-528655326,  Self-emp-not-inc, Some-college, Married-civ-spouse, United-States, White, 0<..<40, 4****, Husband, Male, >50K
901497633,  Private, Bachelors, Widowed, United-States, White, 0<..<40, 9****, Unmarried, Female, <=50K
1472134675,  Private, HS-grad, Married-civ-spouse, United-States, White, 0<..<40, 4****, Husband, Male, >50K
603662050,  Private, HS-grad, Married-spouse-absent, United-States, White, 40<..<80, 4****, Unmarried, Female, <=50K
-1415089771,  Self-emp-not-inc, Doctorate, Married-civ-spouse, United-States, White, 40<..<80, ****, Husband, Male, >50K
-1494511370,  Private, HS-grad, Divorced, United-States, White, 40<..<80, 3****, Unmarried, Male, <=50K
1472134675,  Private, HS-grad, Married-civ-spouse, United-States, White, 0<..<40, 6****, Husband, Male, <=50K
-987578313,  Private, Bachelors, Never-married, United-States, Black, 40<..<80, 6****, Not-in-family, Female, <=50K
-1462583109,  Private, Bachelors, Married-civ-spouse, United-States, White, 40<..<80, 3****, Husband, Male, <=50K
-1222531251,  Private, HS-grad, Separated, United-States, White, 0<..<40, 7****, Not-in-family, Male, <=50K
603662050,  Private, HS-grad, Married-spouse-absent, United-States, White, 0<..<40, 8****, Not-in-family, Female, >50K
-179341855,  Self-emp-not-inc, Doctorate, Never-married, United-States, White, 40<..<80, 4****, Not-in-family, Female, <=50K
862467692,  Private, HS-grad, Separated, United-States, Black, 0<..<40, 5****, Unmarried, Female, <=50K
-1498878680,  Private, HS-grad, Never-married, United-States, White, 40<..<80, 2****, Not-in-family, Female, >50K
209709003,  Private, Assoc-voc, Divorced, United-States, White, 0<..<40, 6****, Unmarried, Female, >50K
1472134675,  Private, HS-grad, Married-civ-spouse, United-States, White, 40<..<80, 9****, Husband, Male, >50K
1364691757,  Private, Some-college, Never-married, United-States, White, 0<..<40, 3****, Own-child, Female, <=50K
-1498878680,  Private, HS-grad, Never-married, United-States, White, 0<..<40, 9****, Not-in-family, Female, >50K
-845492304,  Private, Bachelors, Divorced, United-States, White, 0<..<40, 9****, Not-in-family, Female, <=50K
